date,L3_HCHO_max,L3_HCHO_median,L3_HCHO_min,L3_HCHO_variance,L3_AER_AI_max,L3_AER_AI_median,L3_AER_AI_min,L3_AER_AI_variance,L3_O3_max,L3_O3_median,L3_O3_min,L3_O3_variance,L3_SO2_max,L3_SO2_median,L3_SO2_min,L3_SO2_variance,L3_CO_max,L3_CO_median,L3_CO_min,L3_CO_variance,L3_NO2_max,L3_NO2_median,L3_NO2_min,L3_NO2_variance
2019-03-31,0.0001078369896276,2.998000491061252e-05,-4.403279892948747e-05,1.1600614141325692e-09,-0.7738000855491214,-1.3570823073387366,-1.6629998704379436,0.0394839891412015,0.1625855681139217,0.1572774190586918,0.1546756427747362,1.0206030813303952e-06,0.0019917585887013,6.047680290066619e-05,-0.0005506367015186,7.248640996295085e-08,0.0388388708233833,0.0356030401199475,0.0326042473316192,3.412932697932462e-06,7.387459953725871e-05,6.889067216953478e-05,6.335588980936213e-05,5.474030825055698e-12
2019-04-07,0.0002399759336069,7.961127916578888e-05,-0.0001175150537164,3.2033723099680076e-09,-0.5777972264140204,-0.9900801892574956,-1.531756341457367,0.0531283531913683,0.1535268911334281,0.1510578915476794,0.1489522457122802,1.5514135588777626e-06,0.0005613112615618,1.8355229903802748e-05,-0.0005919130579276,6.801463091515209e-08,0.0386876375350977,0.0358848066731123,0.0331832729279994,2.251102007628304e-06,7.782427335387973e-05,7.049427734923637e-05,6.51508879230955e-05,6.815325785587453e-12
2019-04-14,0.0001759987790137,4.86133905808678e-05,-8.154097304213792e-05,1.707186336178248e-09,-1.153895378112793,-1.4170364336077927,-1.6653134743835387,0.013803874906427,0.1643126904964447,0.1627086611167811,0.1586545153827838,2.128413104167676e-06,0.0005816044140372,8.64843904485412e-05,-0.0003359357651788,2.03665959535995e-08,0.0411826659227475,0.0387017681726923,0.0363154821952733,9.811001852098206e-07,8.23063965071924e-05,7.708722140019989e-05,7.085899715133465e-05,4.287966635716965e-12
2019-04-21,8.915195576264523e-05,4.346317582191276e-05,-8.16130515482804e-05,4.981447906620666e-10,0.2514988854527473,-0.1011478152147423,-0.4206736179688937,0.0175011195280405,0.1504886150360107,0.1487568318843841,0.1466419575726887,1.2223820792949763e-06,0.0006298819238072,5.643055285614757e-05,-0.0002509740588721,4.1118498089894665e-08,0.0388618744909763,0.0368367726475222,0.0336352288722991,2.1140641370607005e-06,8.843769683153369e-05,7.729387684129343e-05,7.218309802275164e-05,2.3078212044855524e-11
2019-04-28,0.0001760859740898,6.553279138818377e-05,-3.2361003534353776e-05,1.8294440273880962e-09,-0.5966214239597321,-1.025472882207691,-1.2187904119491575,0.0167929206497401,0.1473277062177658,0.1465761862412926,0.1458791676048505,1.1372948792314449e-07,0.0005251843249424,0.0002083530579612,-0.0003586974018684,5.1805475706562296e-08,0.0370973404243445,0.0349961258741897,0.0315638184547424,7.322510968901358e-07,0.0001007990663679,7.932608615100155e-05,6.909800790293942e-05,5.6570557969007743e-11
2019-05-05,0.0001646340460865,7.61416474794784e-05,-3.324200224597007e-05,1.5610345986287516e-09,-0.7691599306126131,-1.1528696985641764,-1.302018165588379,0.0128489812549256,0.1485991775989532,0.1472924305785599,0.1466750055551529,2.960746841450919e-07,0.0004983934502482,3.49173527219291e-05,-0.0001873396540758,2.0742686247462153e-08,0.0367338669610288,0.0351894192392639,0.0339878052473068,2.676821009067767e-07,8.124742453219369e-05,7.653105888675012e-05,7.176784856710583e-05,2.9128092684859757e-12
2019-05-12,0.0001804310213348,7.226442771542594e-05,-4.515791131346251e-05,2.6426045068099093e-09,-0.6538039973962916,-1.0308493343576133,-1.3036748313309334,0.015934562011418,0.1535103395581245,0.1526752744840461,0.151652880012989,2.873435745381489e-07,0.0005624979385174,0.0001639877746967,-6.596578253876503e-05,1.557535324738957e-08,0.0365285202860832,0.0340531500146791,0.0317472741007804,1.5980599555050992e-06,9.455665713176133e-05,8.158864606749261e-05,7.2703835030552e-05,2.153698463526992e-11
2019-05-19,0.0001923662784975,9.82820742148545e-05,-0.0001091774829546,3.317944429865397e-09,-0.2156149451772089,-0.5363613459153062,-0.906715383081934,0.0233872066990625,0.1435756087303161,0.1419565455914537,0.140400155416969,8.5744207891904e-07,0.000742703086153,0.0003568941319826,-0.0002783673771774,4.87975998074512e-08,0.0365873165428638,0.0337144939992081,0.0322206728160381,1.077613767678276e-06,0.0001005388912744,7.958771854169986e-05,7.022266800049692e-05,6.731514749004837e-11
2019-05-26,0.0001859253388829,0.000130297563554,3.9725184251437895e-05,1.0194737972998486e-09,-0.2533714473247528,-0.5322622931187071,-0.7813722962694225,0.0195979309475882,0.1431677341461181,0.1420896131831964,0.1406843960285186,3.836439436029206e-07,0.0005432329278897,0.0002252876016275,-0.0005515827215279,5.41444125788979e-08,0.0342759303748607,0.0323547413488594,0.0277843531221151,2.873295119342772e-06,9.178164826699374e-05,7.71531678526289e-05,7.144010305637494e-05,2.7445271803860956e-11
2019-06-02,0.0001999172573654,0.00014443329324,6.711945315290378e-05,4.873198886229159e-10,-0.702732503414154,-1.0549110174179075,-1.1963204172423978,0.0134520371887121,0.1504446066152152,0.1489435480310078,0.1455389112234115,6.20592559783303e-07,0.0006437976262534,0.000230554857684,-6.176306487758198e-05,2.8981649848534146e-08,0.0338329412043094,0.0319032510016617,0.0302770634732797,4.473125738047422e-07,0.0001044501805154,8.541259098964576e-05,7.718262528451958e-05,3.665335433397667e-11
2019-06-09,0.0002107239147778,0.0001242826063645,6.819326124613139e-05,9.948645999987663e-10,-0.854314535856247,-1.030054517543384,-1.2285748720169067,0.0087019974041226,0.1496641817023316,0.1486393067131968,0.1477992143323941,1.709697864508836e-07,0.0003765966685024,8.066884223168306e-05,-0.0001104227428627,8.432571126452714e-09,0.0344629734754562,0.0320986658334733,0.0305137624964118,3.579479460571208e-07,9.338010527793974e-05,8.64915947221487e-05,8.195983537007123e-05,5.402973577296403e-12
2019-06-16,0.0002122072910424,0.0001394996135694,3.83329816031619e-05,1.3650391108041038e-09,-0.7421247959136963,-1.1866844863857535,-1.3533176183700562,0.013492713622751,0.1492644473910331,0.1488621332537194,0.1481482684612274,7.341745262912917e-08,0.0005255766922318,0.0002488742300766,-7.755959235104512e-05,1.3532635881965164e-08,0.0364121310412883,0.0323519292432981,0.0298624159768223,1.5595754409758113e-06,8.802160804204493e-05,8.157992366488537e-05,7.514955359511077e-05,8.321902140170527e-12
2019-06-23,0.0002390820262896,0.0001595392653542,6.984000356169418e-05,1.2869155431450171e-09,-0.9432724714279176,-1.0906564029757506,-1.3365222215652466,0.0093927067278194,0.1375167220830917,0.1365350197918491,0.135049894452095,2.540826281332435e-07,0.0004675544041675,0.0002338493690691,-6.964272324696325e-05,1.74485929319947e-08,0.0336931757628917,0.0313139148056507,0.0297815613448619,4.955618064873705e-07,8.823889220366254e-05,8.074245237763754e-05,7.616452785441652e-05,5.300263343383199e-12
2019-06-30,0.0002436680006212,0.0001702740968037,9.164612856693566e-05,1.0577098715571196e-09,-0.5642910301685333,-0.9325850275612102,-1.1054524183273315,0.0156750496136061,0.1398129340647561,0.13904264623772,0.1385192945599556,8.18763119626227e-08,0.0005248630186542,0.0001726588877275,-0.0002250053803436,2.8851847939512163e-08,0.0299054812639951,0.0284248999674227,0.0277962707547934,2.179647796371477e-07,9.010577196022496e-05,8.168758693050125e-05,7.695469017966694e-05,1.0649050035218258e-11
2019-07-07,0.0002764440287137,0.0001558702646546,8.00246807570889e-05,2.155454389163083e-09,-0.6214743632941084,-0.7805378283773704,-1.0530334006033737,0.0091740333146422,0.1366735439536046,0.1361017766548635,0.1354542598128318,5.2438205559093194e-08,0.0005061162769159,9.235894503944984e-05,-0.0001596563233761,2.6673117874461592e-08,0.0319455619901418,0.0281905058337157,0.0260453652590513,1.0540396727773195e-06,8.62588276504539e-05,7.835033178787953e-05,7.422209091600962e-05,7.640950285370345e-12
2019-07-14,0.0002132084191543,0.0001297555116935,4.637387974071317e-05,1.0830909161921423e-09,-0.9997089505195618,-1.2325217406322118,-1.440115213394165,0.0085309763646697,0.1393063111994975,0.1380296333962671,0.1370765417814254,2.2763742309680937e-07,0.0004576329665722,8.962937761202817e-05,-0.0001697750899564,1.1407467979709286e-08,0.0338041093200445,0.0295702125877142,0.028518141247332,7.284767500777093e-07,8.761623030295596e-05,8.200663069146685e-05,7.532545714639127e-05,6.845630998344728e-12
2019-07-21,0.0002181548479711,0.0001512007281721,9.552486463535964e-05,4.22800162512769e-10,-0.7782162725925446,-1.0364176676083685,-1.2739138007164,0.0170773820558602,0.1333794442532307,0.1326955354134964,0.1312446519732475,1.59108297303296e-07,0.0002730702108237,9.984926244807523e-05,-0.0001188852017673,7.030242884594164e-09,0.0330295264720916,0.0317413674061184,0.0297929095104336,3.469745473356774e-07,9.139462211200832e-05,8.190850640435103e-05,7.743611058685929e-05,1.1263607725905433e-11
2019-07-28,0.0002459444487453,0.0001374983617464,3.662635734542555e-05,1.358258161356592e-09,-0.7442575097084045,-1.0919674723877946,-1.2624719261147876,0.0129597633054878,0.131837651237993,0.1311634586701827,0.1306617707014084,5.314772979382052e-08,0.0003684042232007,6.663066561711717e-05,-0.0003100026369793,1.8407535251806553e-08,0.0326728988438844,0.030491822946714,0.0281926961615681,1.3536667891246095e-06,9.021800360642374e-05,7.737411071732364e-05,7.164978864376373e-05,1.8429664984118955e-11
2019-08-04,0.0002247242839353,0.0001484992628547,8.007413271116093e-05,9.524512378711675e-10,-0.6679430603981018,-0.9357139128954988,-1.2076275212270595,0.0123520163936504,0.1346539705991745,0.1339039808953891,0.1334710596146229,9.941083013664647e-08,0.000679939519614,0.0001399560387653,-0.0002409236185484,3.092906254466242e-08,0.0322298277169466,0.0301610375714127,0.0270117744803428,7.201961545030999e-07,8.660518506076187e-05,7.995132714670273e-05,7.555337651865557e-05,7.202888775144905e-12
2019-08-11,0.0002184910567833,0.0001525188563391,7.024749327284377e-05,1.0088920302151455e-09,-0.8038095837259669,-1.287754397755634,-1.4429797765553054,0.0081569083616231,0.1293010263950784,0.1283447619230041,0.1275070949793031,1.325908318029556e-07,0.0006132354901636,0.0002639296544777,-0.0003669073921628,2.8661221773245524e-08,0.0373017974197864,0.0340817183422074,0.0325086750090122,1.0658421361855902e-06,8.66501904965844e-05,7.530199256213212e-05,6.59760189591907e-05,1.1939827136530802e-11
2019-08-18,0.00025418082625,0.0001183283975727,3.791659374811462e-05,2.327381413506164e-09,-0.7802615165710449,-1.1968648898421257,-1.441541075706482,0.0145230686854135,0.1359314545989036,0.1353426337749817,0.1345184072852134,1.0985558084421824e-07,0.0004789847298527,0.0001591121622885,-0.0002140025167001,2.297930565283462e-08,0.0342569947242736,0.0315144961758494,0.0302944891154766,4.6209301495152717e-07,8.364960096223563e-05,7.603407321198385e-05,7.106484918040223e-05,6.040517940774349e-12
2019-08-25,0.0002850844817604,0.0001343463043051,3.0905499443179e-05,1.941504919618581e-09,-1.0042262077331543,-1.3037054626784004,-1.4621022089176785,0.0103438120463773,0.1338321417570114,0.133197017557628,0.1322894841432571,1.347080416834881e-07,0.000379348581191,0.0001244351384175,-0.0001832483394537,1.51912344058525e-08,0.0335901193320751,0.0315626830089136,0.0295390365645289,1.1389780467179805e-06,8.116571552818641e-05,7.542946696048602e-05,7.109319267328829e-05,5.016154780760055e-12
2019-09-01,0.0002215944405179,0.0001258567339786,2.7567102733883075e-06,3.1557112904912e-09,-0.810909772270395,-1.2042930502975016,-1.376473069190979,0.0109334232276011,0.1334030553698539,0.132403158780384,0.1317265600368191,1.1133073116161445e-07,0.0004517976487186,0.0001594609892486,-0.0002349606656934,2.178209316713028e-08,0.0333148166537284,0.0305503419315946,0.0280478280037641,8.293093529267163e-07,7.815882735528347e-05,7.251390528579162e-05,6.784580546925501e-05,6.491639617543749e-12
2019-09-08,0.0003037352726096,0.0001187422322318,2.2230331524042413e-05,2.6056781073566998e-09,-0.9291923904828464,-1.310545263649506,-1.449463610235468,0.0127912237075601,0.1320811672425802,0.1311831629960528,0.1303178021975711,1.4815915480356144e-07,0.0005527051980609,8.179408389590357e-05,-0.0002944092848338,2.8860202844748903e-08,0.0342529118061065,0.0302620488019242,0.0286318799480795,1.713244996364001e-06,7.35142493050733e-05,6.768627000606493e-05,6.253336770453818e-05,5.917122997912892e-12
2019-09-15,0.0001977523061214,0.000139446519484,1.626193625270389e-05,1.7970006162945487e-09,-0.9572200775146484,-1.346094846899876,-1.5618904829025269,0.0157370827526675,0.1337946206331253,0.1333372869739296,0.1318032443523407,1.9125111328338775e-07,0.0004178710805717,2.4424808710517493e-05,-0.0002910481532712,1.8274143868894267e-08,0.034624208176501,0.0320910215377807,0.0290599623695015,1.4078860817621195e-06,7.417905726470053e-05,6.81128669917298e-05,6.118003511801362e-05,1.4860660263579274e-11
