date,L3_HCHO_max,L3_HCHO_median,L3_HCHO_min,L3_HCHO_variance,L3_AER_AI_max,L3_AER_AI_median,L3_AER_AI_min,L3_AER_AI_variance,L3_O3_max,L3_O3_median,L3_O3_min,L3_O3_variance,L3_SO2_max,L3_SO2_median,L3_SO2_min,L3_SO2_variance,L3_CO_max,L3_CO_median,L3_CO_min,L3_CO_variance,L3_NO2_max,L3_NO2_median,L3_NO2_min,L3_NO2_variance
2019-09-22,0.0002260287583339,0.0001072520599751,1.686916266407934e-05,1.7785350881797895e-09,-1.0517112594890496,-1.2387288316400913,-1.3901628628801348,0.0048718191720183,0.129854604641212,0.1290796821357471,0.1282820552587509,7.80981644189223e-08,0.0005572328492986,3.685075716930425e-05,-0.0004127189616908,4.028449610738224e-08,0.0343217961490154,0.0291002763833148,0.0252094361931085,2.781175900640065e-06,6.843518349342048e-05,6.39925724521056e-05,5.614370181751709e-05,6.633121760797471e-12
2019-09-29,0.0001841007324401,9.85181368556996e-05,2.8763332443017463e-05,1.978391112688817e-09,-1.0872943488413889,-1.38375272695314,-1.532347785129807,0.0094112472924013,0.1286865845322609,0.128184071264504,0.1273442615642916,6.428647743976318e-08,0.0007644354787584,5.1654571961040125e-05,-0.0003347810124978,3.978820115830826e-08,0.0313913309946656,0.0293520563949333,0.0270922109484672,1.3122173369788231e-06,7.611045865168295e-05,6.370775663088528e-05,5.5307658845135706e-05,2.4347737971556808e-11
2019-10-06,0.0002069607833976,9.413285378340448e-05,-6.658028723904863e-06,1.839010074025287e-09,-0.8394877314567566,-1.340801820046355,-1.7797266244888306,0.0521812837781447,0.1318985298275947,0.1305474596944043,0.1287638586505112,4.5229545766875997e-07,0.000672981234765,4.199493709557577e-05,-0.0006133960785016,7.506941204134608e-08,0.0319670038297772,0.0285007674247026,0.0260983249172568,1.6327088871799263e-06,6.265191049962063e-05,5.571937936044738e-05,5.017312384504942e-05,7.114296135356419e-12
2019-10-13,0.0002165113837691,7.982367658454425e-05,-2.6611387511366047e-05,2.4366087060978406e-09,-0.9516987204551696,-1.1731205950198913,-1.4578632610871878,0.0131363316306822,0.1296301484107971,0.126395707535117,0.1253491546788347,9.876351391979763e-07,0.000928501831368,2.762253538036973e-05,-0.0004165128218891,5.666343761490569e-08,0.0333666173192803,0.0291372607254974,0.0267131309956312,2.427772560603558e-06,7.484264702988387e-05,6.495709738305742e-05,5.602666715276428e-05,2.2124914148228178e-11
2019-10-20,0.0001954708707676,9.407984697246164e-05,-1.5048372857853812e-05,2.155504709117232e-09,-1.0748878717422483,-1.490269400577824,-1.7115095257759094,0.0130860187449973,0.132284939289093,0.1314821084110363,0.1304965913295745,2.288092479785798e-07,0.0004767287868582,9.451373568476344e-05,-0.0003544035571393,3.6639733496955276e-08,0.0335952341556549,0.0303899791219485,0.02778329141438,8.92507723115584e-07,7.008795364527032e-05,6.351763435372091e-05,5.534024342737228e-05,3.649955501399029e-12
2019-10-27,0.0001724875323025,8.046038426253473e-05,-2.737742761382833e-05,1.884576666811801e-09,-1.2165364028822614,-1.4835959906731837,-1.6937690332130333,0.0099754274573997,0.1319519579410553,0.1312714666128149,0.1302538883972002,1.722014820650301e-07,0.0009558894380466,0.0003081707836827,-0.0002775207363035,7.352839671622615e-08,0.0312281027436256,0.0287292895274444,0.0260405335575342,2.1374438518553237e-06,6.658862439874925e-05,5.8672176972376014e-05,5.181981214263942e-05,9.82202264893726e-12
2019-11-03,0.0002264069574015,8.367984305251938e-05,-3.180174016762087e-05,1.656094246028778e-09,-0.9562235915633992,-1.262783880550981,-1.3953992128372192,0.0083906113420545,0.1326228529214859,0.1307782421295174,0.1296812742948532,4.328881925493184e-07,0.0007851168047639,0.0001034263694056,-0.0004269137154775,6.968339538095539e-08,0.0324551351368427,0.0292052030563354,0.0280167926102876,1.016419795837775e-06,5.978865374345333e-05,5.238634511976995e-05,4.703273953055032e-05,5.903803391873188e-12
2019-11-10,0.0001581053220434,4.640040390249167e-05,-0.0001286687167731,2.156169205721734e-09,-1.0194010436534882,-1.1771318316459656,-1.4172320813304,0.0081639863068235,0.1213250271975994,0.120326613791678,0.1186710429152595,3.075198615341811e-07,0.0012359450338405,0.0003763599017833,-0.0004624931607395,1.0437101622506959e-07,0.0374368503689765,0.0285179076856502,0.0217140819877386,5.998770902066792e-06,5.866296155977474e-05,4.955135762930585e-05,4.193610948277637e-05,1.533247211395084e-11
2019-11-17,0.0001877711329143,5.6283578460241136e-05,-8.597089617978781e-05,2.4421741513850123e-09,-1.1880865693092346,-1.5051676356992765,-1.678313144715392,0.0110869512917227,0.1303348615765571,0.128973930665791,0.1273775026202201,5.852784135944375e-07,0.0011204011971136,9.031566378022056e-05,-0.0006195867317729,2.1297082415609134e-07,0.0347839295864105,0.0296272914856672,0.0272126607596874,1.599810289473708e-06,6.364894519662871e-05,5.355675136132873e-05,4.5940895384274805e-05,1.5645765247679405e-11
2019-11-24,0.0002684515493456,8.709814685792382e-05,-6.242932838185461e-05,4.5862492676055415e-09,-1.061147333637762,-1.232089376026272,-1.3249858617782593,0.0029515628034871,0.1341091924788016,0.1302820292499246,0.1289588510990142,1.8868378453247787e-06,0.0008140591448138,9.74807086568279e-05,-0.0005775704843868,6.708636993396281e-08,0.0345172211527824,0.0301605681328074,0.025172371417284,6.15459386766704e-06,6.13179709034739e-05,5.294171365979183e-05,4.431601337273605e-05,1.7137109546867627e-11
2019-12-01,0.0002502754319436,4.905266424215256e-05,-0.000100955348758,3.749754506538322e-09,-0.6870966851711273,-1.1646963083479709,-1.4846287712240454,0.0199985027850761,0.132339345190945,0.1314288032807775,0.1309345960617065,9.26241584004108e-08,0.0009056657290784,0.0004247174144299,-0.0005700774199795,8.638462290838163e-08,0.031430646777153,0.0290480265393853,0.0252358391880989,2.721315224938908e-06,5.957159919489641e-05,5.033831640854933e-05,4.411705594975501e-05,1.1795161789689282e-11
2019-12-08,0.0002554029555192,3.888683106714774e-05,-7.565623673144728e-05,2.5280249366946853e-09,-0.5639604330062866,-1.2060726102542003,-1.567744791507721,0.0830732070632002,0.1460110694169998,0.1448420548355657,0.1437174645815771,2.6666388393799045e-07,0.0012225052341822,3.499627904806891e-05,-0.0009042673045773,3.708792956469757e-07,0.0333978433422307,0.0293764386425429,0.0278465158366629,9.831794036379612e-07,6.535675493068993e-05,5.311238232727156e-05,4.7071772602892765e-05,1.559708614893955e-11
2019-12-15,0.0001656265376368,8.443651847553426e-05,-1.4375380487763325e-05,1.8142641949033382e-09,-1.1135440280322857,-1.3172169939696643,-1.4877190589904783,0.0051437484179245,0.1343807727098465,0.1331587562293834,0.1327142417430877,1.702184101856034e-07,0.003925072336644,0.0003313223233818,-0.0008881019894038,1.261757047595404e-06,0.0331211108714342,0.0312820337712765,0.0292884240836087,1.0521138574121576e-06,8.674303565294848e-05,5.810926445701e-05,4.838396125705913e-05,9.016826976717719e-11
